Descriptor,N_SYL,NLET,WordFreq
TrainedSpanishVsTrainedCatalan,0.19389890324732564,0.06539656401885542,0.014737101941825126
TrainedCatalanVsUntrainedCatalan,0.6669589740461497,0.3025490458937625,0.18641063532816565
TrainedSpanishVsUntrainedCatalan,0.09675613999246478,0.6215895823920902,0.10023061049928922
TrainedSpanishVsUntrainedSpanish,0.3053528093788291,0.45033130239421826,0.19535496326804372
TrainedCatalanVsUntrainedSpanish,0.7843940036984732,0.3324327269784869,0.035475207690019966
