Descriptor,N_SYL,NLET,WordFreq
TrainedSpanishVsTrainedCatalan,0.1806189086008243,0.13338903009355882,0.017034285443766565
TrainedCatalanVsUntrainedCatalan,0.09773342345083144,0.6602789385659686,0.34160357773290484
TrainedSpanishVsUntrainedCatalan,0.4567658148612149,0.3490847804829944,0.04281052587476392
TrainedSpanishVsUntrainedSpanish,0.9443899160248459,0.2789225709295534,0.23820859880934267
TrainedCatalanVsUntrainedSpanish,0.2877630679001247,0.6785178345566983,0.05082412387860985
