Descriptor,N_SYL,NLET,WordFreq
TrainedSpanishVsTrainedCatalan,0.18409570662177746,0.27010931670594984,0.0826161566085177
TrainedCatalanVsUntrainedCatalan,0.15484226156596254,0.33608985244900824,0.8032236017181587
TrainedSpanishVsUntrainedCatalan,0.7119538511224355,0.928513269973736,0.12183735265759402
TrainedSpanishVsUntrainedSpanish,0.7422017244747872,0.896113745148486,0.5196607608550021
TrainedCatalanVsUntrainedSpanish,0.15577750556173206,0.2697628565191137,0.09747604407224618
