Descriptor,N_SYL,NLET,WordFreq
TrainedSpanishVsTrainedCatalan,0.38441382233645816,0.1320400707634342,0.009061867625109504
TrainedCatalanVsUntrainedCatalan,0.4964439175828118,0.3601370123002047,0.1870671348233371
TrainedSpanishVsUntrainedCatalan,0.14704890633025675,0.747365539119486,0.07886500802925352
TrainedSpanishVsUntrainedSpanish,0.42982999203953276,0.5793931989512937,0.24104495689421457
TrainedCatalanVsUntrainedSpanish,0.9610078150457269,0.4005793529875805,0.03547524024072066
